"","date","ibov","dexuseu","dexrealus","dexchus","dcoilwtico","dexeuus"
"2156",2020-03-30,74639.48,1.1018,5.1594,7.0986,14.1,0.907605736068252
"2157",2020-03-31,73019.76,1.1016,5.1987,7.0808,20.51,0.907770515613653
"2158",2020-04-01,70966.7,1.0934,5.2404,7.0989,20.28,0.914578379367112
"2159",2020-04-02,72253.46,1.0862,5.2651,7.0857,25.18,0.920640765973117
"2160",2020-04-03,69537.56,1.0797,5.2997,7.0908,28.36,0.926183199036769
"2161",2020-04-06,74072.98,1.0808,5.2471,7.0895,26.21,0.925240562546262
"2162",2020-04-07,76358.09,1.0886,5.2217,7.0448,23.54,0.918611060077163
"2163",2020-04-08,78624.62,1.0864,5.2123,7.0649,24.97,0.920471281296024
"2164",2020-04-09,77681.94,1.0931,5.0779,7.0428,22.9,0.914829384319824
"2165",2020-04-13,78835.82,1.0906,5.1824,7.0501,22.36,0.916926462497708
"2166",2020-04-14,79918.36,1.0971,5.1858,7.0479,20.15,0.911493938565309
"2167",2020-04-15,78831.46,1.0909,5.2579,7.0664,19.96,0.916674305619213
"2168",2020-04-16,77811.85,1.084,5.2377,7.0778,19.82,0.922509225092251
"2169",2020-04-17,78990.29,1.0883,5.2573,7.0711,18.31,0.918864283745291
"2170",2020-04-20,78972.76,1.0874,5.2837,7.0721,-36.98,0.919624793084422
"2171",2020-04-22,80687.15,1.0829,5.3847,7.0831,13.64,0.923446301597562
"2172",2020-04-23,79673.3,1.0815,5.4467,7.0654,15.06,0.924641701340731
"2173",2020-04-24,75330.61,1.0798,5.651,7.0813,15.99,0.926097425449157
"2174",2020-04-27,78238.6,1.0829,5.6358,7.0848,12.17,0.923446301597562
"2175",2020-04-28,81312.23,1.0836,5.5683,7.0776,12.4,0.922849760059062
"2176",2020-04-29,83170.8,1.0853,5.4291,7.0755,15.04,0.921404220031328
"2177",2020-04-30,80505.89,1.0934,5.427,7.0622,19.23,0.914578379367112
"2178",2020-05-04,78876.22,1.0911,5.5816,7.0622,20.47,0.916506278068005
"2179",2020-05-05,79470.78,1.0844,5.5354,7.0622,24.56,0.922168941350055
"2180",2020-05-06,79063.68,1.0806,5.6676,7.1031,23.88,0.925411808254673
"2181",2020-05-07,78118.57,1.0815,5.8365,7.0825,23.68,0.924641701340731
"2182",2020-05-08,80263.35,1.0854,5.7653,7.0732,24.73,0.921319329279528
"2183",2020-05-11,79064.6,1.0818,5.7954,7.0972,24.02,0.924385283786282
"2184",2020-05-12,77871.95,1.0864,5.7723,7.0816,25.76,0.920471281296024
"2185",2020-05-13,77772.2,1.0837,5.9022,7.0911,25.37,0.922764602749838
"2186",2020-05-14,79010.81,1.08,5.9372,7.0935,27.4,0.925925925925926
"2187",2020-05-15,77556.62,1.0816,5.8229,7.1013,29.44,0.924556213017752
"2188",2020-05-18,81194.29,1.0904,5.7375,7.1086,31.83,0.917094644167278
"2189",2020-05-19,80742.35,1.0937,5.7216,7.098,32.3,0.91432751211484
"2190",2020-05-20,81319.45,1.098,5.6968,7.0928,33.56,0.910746812386157
"2191",2020-05-21,83027.09,1.0953,5.6019,7.1138,34.3,0.912991874372318
"2192",2020-05-22,82173.21,1.0894,5.5808,7.1269,33.49,0.917936478795667
"2193",2020-05-25,85663.48,1.0932,5.4772,7.13045,34.095,0.914745700695207
"2194",2020-05-26,85468.91,1.097,5.3707,7.134,34.7,0.911577028258888
"2195",2020-05-27,87946.25,1.0969,5.2992,7.1681,32.8,0.911660133102379
"2196",2020-05-28,86949.09,1.1069,5.3405,7.1447,33.67,0.903423976872346
"2197",2020-05-29,87402.59,1.1107,5.4263,7.1348,35.57,0.900333123255605
"2198",2020-06-01,88620.1,1.1123,5.3639,7.1263,35.49,0.89903802930864
"2199",2020-06-02,91046.38,1.1166,5.2601,7.0992,36.88,0.895575855274942
"2200",2020-06-03,93002.14,1.1246,5.0516,7.1115,37.33,0.889205050684688
"2201",2020-06-04,93828.61,1.1322,5.1041,7.1075,37.42,0.883236177353824
"2202",2020-06-05,94637.06,1.1297,4.9775,7.0808,39.49,0.88519075860848
"2203",2020-06-08,97644.67,1.1293,4.9331,7.07,38.17,0.885504294695829
"2204",2020-06-09,96746.55,1.1348,4.9057,7.0765,38.98,0.88121254846669
"2205",2020-06-10,94685.98,1.1355,4.8894,7.0599,39.54,0.880669308674593
"2206",2020-06-12,92795.27,1.1253,5.0373,7.0825,36.24,0.888651915044877
"2207",2020-06-15,92375.52,1.127,5.1883,7.0887,37.07,0.887311446317657
"2208",2020-06-16,93531.17,1.1259,5.1285,7.0854,38.26,0.888178346211919
"2209",2020-06-17,95547.29,1.1219,5.2499,7.084,37.91,0.891345039664854
"2210",2020-06-18,96125.24,1.1216,5.3468,7.0869,38.79,0.891583452211127
"2211",2020-06-19,96572.1,1.1189,5.3466,7.0707,39.72,0.893734918223255
"2212",2020-06-22,95335.96,1.126,5.2226,7.0678,40.6,0.88809946714032
"2213",2020-06-23,95975.16,1.1322,5.1705,7.0575,40.4,0.883236177353824
"2214",2020-06-24,94377.36,1.1272,5.2435,7.077,37.91,0.887154009936125
"2215",2020-06-25,95983.09,1.1221,5.3287,7.0768,38.66,0.89118616879066
"2216",2020-06-26,93834.49,1.1215,5.4629,7.0768,38.53,0.891662951404369
"2217",2020-06-29,95735.35,1.1237,5.4416,7.0794,39.67,0.889917237696894
"2218",2020-06-30,95055.82,1.1237,5.476,7.0651,39.27,0.889917237696894
"2219",2020-07-01,96203.2,1.1259,5.3651,7.0703,39.88,0.888178346211919
"2220",2020-07-02,96234.96,1.1237,5.3028,7.066,40.57,0.889917237696894
"2221",2020-07-03,96764.85,1.1272,5.3374,7.04095,40.54,0.887154009936125
"2222",2020-07-06,98937.16,1.1307,5.3085,7.0159,40.51,0.884407888918369
"2223",2020-07-07,97761.04,1.1299,5.3318,7.0127,40.59,0.885034073811842
"2224",2020-07-08,99769.88,1.1329,5.3482,7.0041,40.91,0.88269044046253
"2225",2020-07-09,99160.33,1.1298,5.2978,6.9923,39.64,0.885112409275978
"2226",2020-07-10,100031.83,1.1318,5.344,6.999,40.56,0.883548330093656
"2227",2020-07-13,98697.06,1.1364,5.3486,6.9959,40.06,0.879971840901091
"2228",2020-07-14,100440.23,1.1406,5.4288,7.006,40.3,0.876731544800982
"2229",2020-07-15,101790.54,1.1406,5.3491,6.9885,41.2,0.876731544800982
"2230",2020-07-16,100553.27,1.1433,5.356,6.9881,40.74,0.874661068835826
"2231",2020-07-17,102888.25,1.1438,5.351,6.9912,40.55,0.874278720055954
"2232",2020-07-20,104426.37,1.1442,5.3635,6.9829,40.83,0.873973081629086
"2233",2020-07-21,104309.74,1.1495,5.2283,6.98,41.76,0.869943453675511
"2234",2020-07-22,104289.57,1.1587,5.1111,6.9988,41.88,0.863036161215155
"2235",2020-07-23,102293.31,1.1623,5.1647,7.0034,40.99,0.860363073216897
"2236",2020-07-24,102381.58,1.1635,5.2146,7.0168,41.23,0.859475719810915
"2237",2020-07-27,104477.08,1.175,5.1889,6.995,41.46,0.851063829787234
"2238",2020-07-28,104109.07,1.1733,5.1777,6.9998,40.89,0.852296940253985
"2239",2020-07-29,105605.17,1.177,5.1395,7.0014,41.13,0.849617672047579
"2240",2020-07-30,105008.7,1.1791,5.1837,7.008,39.85,0.848104486472733
"2241",2020-07-31,102912.24,1.1822,5.2033,6.9744,40.1,0.845880561664693
"2242",2020-08-03,102829.96,1.175,5.3075,6.9799,40.83,0.851063829787234
"2243",2020-08-04,101215.87,1.1766,5.3329,6.972,41.67,0.849906510283869
"2244",2020-08-05,102801.76,1.1898,5.276,6.9353,42.25,0.840477391158178
"2245",2020-08-06,104125.64,1.1856,5.3431,6.952,41.93,0.843454790823212
"2246",2020-08-07,102775.55,1.1776,5.4227,6.967,41.16,0.849184782608696
"2247",2020-08-10,103444.48,1.1756,5.3933,6.9611,41.94,0.850629465804695
"2248",2020-08-11,102174.4,1.1764,5.4285,6.9451,41.53,0.850051003060184
"2249",2020-08-12,102117.79,1.1796,5.4551,6.9363,42.6,0.84774499830451
"2250",2020-08-13,100460.6,1.1818,5.3801,6.944,42.26,0.846166864105602
"2251",2020-08-14,101353.45,1.1833,5.3852,6.9501,42.05,0.845094228006423
"2252",2020-08-17,99595.41,1.1869,5.4497,6.9318,42.89,0.842530963012891
"2253",2020-08-18,102065.35,1.1928,5.4659,6.9215,42.89,0.838363514419852
"2254",2020-08-19,100853.72,1.1898,5.4906,6.9192,42.91,0.840477391158178
"2255",2020-08-20,101467.87,1.1862,5.651,6.9143,42.62,0.843028157140449
"2256",2020-08-21,101521.29,1.1775,5.6064,6.9179,42.32,0.849256900212314
"2257",2020-08-24,102297.95,1.1803,5.5954,6.918,42.44,0.847242226552571
"2258",2020-08-25,102117.64,1.1818,5.5997,6.9116,43.17,0.846166864105602
"2259",2020-08-26,100627.33,1.1813,5.568,6.8855,43.21,0.846525014814188
"2260",2020-08-27,100623.64,1.1824,5.5956,6.8925,42.88,0.84573748308525
"2261",2020-08-28,102142.93,1.1901,5.4679,6.8647,42.96,0.840265523905554
"2262",2020-08-31,99369.15,1.195,5.4713,6.8474,42.61,0.836820083682008
"2263",2020-09-01,102167.65,1.1949,5.3732,6.8272,42.76,0.836890116327726
"2264",2020-09-02,101911.13,1.184,5.3741,6.8375,42.76,0.844594594594595
"2265",2020-09-03,100721.36,1.1832,5.3079,6.8474,41.39,0.845165652467884
"2266",2020-09-04,101241.73,1.182,5.2848,6.8409,39.69,0.846023688663283
"2267",2020-09-08,100050.43,1.1789,5.3698,6.8435,36.87,0.848248367121893
"2268",2020-09-09,101292.05,1.181,5.3024,6.8308,38.05,0.846740050804403
"2269",2020-09-10,98834.59,1.188,5.2936,6.8335,37.25,0.841750841750842
"2270",2020-09-11,98363.22,1.1831,5.2854,6.833,37.33,0.845237089003465
"2271",2020-09-14,100274.52,1.1874,5.2984,6.808,37.23,0.842176183257538
"2272",2020-09-15,100297.91,1.1846,5.2728,6.7819,38.29,0.844166807361134
"2273",2020-09-16,99675.68,1.1835,5.2532,6.7529,40.17,0.844951415293621
"2274",2020-09-17,100097.83,1.1823,5.2593,6.7628,40.99,0.845809016324114
"2275",2020-09-18,98289.71,1.1857,5.2889,6.7675,41.09,0.843383655224762
"2276",2020-09-21,96990.72,1.1737,5.444,6.8043,39.26,0.852006475249212
"2277",2020-09-22,97293.54,1.1703,5.4329,6.7779,39.55,0.854481756814492
"2278",2020-09-23,95734.82,1.1677,5.5311,6.8089,39.92,0.856384345294168
"2279",2020-09-24,97012.07,1.1666,5.5714,6.8273,40.11,0.857191839533688
"2280",2020-09-25,96999.38,1.1618,5.5667,6.822,40.06,0.860733344809778
"2281",2020-09-28,94666.37,1.166,5.5858,6.8106,40.47,0.857632933104631
"2282",2020-09-29,93580.35,1.1717,5.6528,6.815,39.03,0.853460783476999
"2283",2020-09-30,94603.38,1.1723,5.6407,6.7896,40.05,0.853023969973556
"2284",2020-10-01,95478.52,1.1752,5.6441,6.7898,38.51,0.850918992511913
"2285",2020-10-02,94015.68,1.1706,5.6464,6.7898,36.9,0.85426277122843
"2286",2020-10-05,96089.19,1.1784,5.6299,6.7896,39.12,0.848608282416837
"2287",2020-10-06,95615.03,1.1778,5.5205,6.7896,40.52,0.849040584139922
"2288",2020-10-07,95526.26,1.1766,5.6018,6.7896,39.82,0.849906510283869
"2289",2020-10-08,97919.73,1.1753,5.62,6.7896,41.04,0.850846592359398
"2290",2020-10-09,97483.31,1.1819,5.5393,6.6933,40.44,0.846095270327439
"2291",2020-10-13,98502.82,1.1737,5.5859,6.7452,40.03,0.852006475249212
"2292",2020-10-14,99334.43,1.1755,5.5675,6.7136,40.86,0.850701829008932
"2293",2020-10-15,99054.06,1.1701,5.6172,6.7233,40.84,0.854627809588924
"2294",2020-10-16,98309.12,1.1717,5.6226,6.6962,40.7,0.853460783476999
"2295",2020-10-19,98657.65,1.1788,5.6023,6.6803,40.69,0.848320325755005
"2296",2020-10-20,100539.83,1.1824,5.583,6.6754,41.37,0.84573748308525
"2297",2020-10-21,100552.44,1.187,5.6006,6.6503,39.88,0.8424599831508
"2298",2020-10-22,101917.73,1.1824,5.582,6.6821,40.46,0.84573748308525
"2299",2020-10-23,101259.75,1.1844,5.612,6.6861,39.73,0.844309354947653
"2300",2020-10-26,101016.96,1.1816,5.6328,6.7119,38.39,0.846310088016249
"2301",2020-10-27,99605.54,1.1834,5.6491,6.7044,39.34,0.845022815616022
"2302",2020-10-28,95368.76,1.1751,5.7325,6.7279,37.27,0.85099140498681
"2303",2020-10-29,96582.16,1.1658,5.7803,6.714,35.94,0.857780065191285
"2304",2020-10-30,93952.4,1.1647,5.7718,6.6919,35.64,0.858590194899974
"2305",2020-11-03,95979.71,1.1724,5.6895,6.6759,37.44,0.85295121119072
"2306",2020-11-04,97866.81,1.173,5.6932,6.6504,38.97,0.852514919011083
"2307",2020-11-05,100751.4,1.1809,5.5624,6.6027,38.56,0.846811753747142
"2308",2020-11-06,100925.11,1.1886,5.5313,6.608,36.97,0.841325929665152
"2309",2020-11-09,103515.16,1.1811,5.2821,6.628,40.05,0.846668360003387
"2310",2020-11-10,105066.96,1.181,5.3696,6.6146,41.18,0.846740050804403
"2311",2020-11-11,104808.83,1.1812,5.402,6.613,41.23,0.846596681341009
"2312",2020-11-12,102507.01,1.1814,5.4094,6.6114,40.9,0.846453360419841
"2313",2020-11-13,104723,1.1824,5.4854,6.6039,39.93,0.84573748308525
"2314",2020-11-16,106429.92,1.1844,5.4198,6.583,41.14,0.844309354947653
"2315",2020-11-17,107248.63,1.1862,5.3968,6.5556,41.24,0.843028157140449
"2316",2020-11-18,106119.09,1.1869,5.2932,6.5588,41.64,0.842530963012891
"2317",2020-11-19,106669.9,1.1843,5.333,6.5823,41.57,0.844380646795576
"2318",2020-11-20,106042.48,1.1857,5.3505,6.5608,41.99,0.843383655224762
"2319",2020-11-23,107378.92,1.1826,5.3828,6.585,42.91,0.845594452900389
"2320",2020-11-24,109786.3,1.1874,5.4037,6.59,44.71,0.842176183257538
"2321",2020-11-25,110132.53,1.1908,5.3508,6.575,45.58,0.839771582129661
"2322",2020-11-26,110227.09,1.19213333333333,5.3201,6.57533333333333,45.4533333333333,0.838832345375238
"2323",2020-11-27,110575.47,1.19346666666667,5.3494,6.57566666666667,45.3266666666667,0.837895207239415
"2324",2020-11-30,108893.32,1.1948,5.3317,6.576,45.2,0.836960160696351
"2325",2020-12-01,111399.91,1.2039,5.2789,6.5705,44.54,0.830633773569233
"2326",2020-12-02,111878.53,1.2093,5.2267,6.5622,45.23,0.826924667162821
"2327",2020-12-03,112291.59,1.2152,5.1625,6.5418,45.65,0.822909809084924
"2328",2020-12-04,113750.22,1.2142,5.1706,6.5301,46.23,0.823587547356284
"2329",2020-12-07,113589.77,1.2138,5.1018,6.5295,45.72,0.823858955346845
"2330",2020-12-08,113793.06,1.2111,5.092,6.5307,45.64,0.825695648583932
"2331",2020-12-09,113001.16,1.208,5.1109,6.541,45.48,0.827814569536424
"2332",2020-12-10,115128.63,1.2118,5.0852,6.5419,46.76,0.825218682950982
"2333",2020-12-11,115128,1.2112,5.0691,6.5445,46.59,0.825627476882431
"2334",2020-12-14,114611.12,1.2145,5.0578,6.548,47.02,0.823384108686702
"2335",2020-12-15,116148.63,1.2158,5.0968,6.5388,47.58,0.822503701266656
"2336",2020-12-16,117857.35,1.2175,5.1057,6.5323,47.86,0.82135523613963
"2337",2020-12-17,118400.57,1.2258,5.0612,6.5321,48.34,0.815793767335618
"2338",2020-12-18,118023.67,1.2236,5.0986,6.5395,49.04,0.817260542661
"2339",2020-12-21,115822.57,1.223,5.1572,6.5493,47.79,0.817661488143908
"2340",2020-12-22,116636.18,1.2172,5.1473,6.5426,47.02,0.821557673348669
"2341",2020-12-23,117806.85,1.2194,5.174,6.54,47.94,0.820075446941119
"2342",2020-12-28,119123.7,1.2213,5.239,6.5346,47.5,0.818799639728159
"2343",2020-12-29,119409.15,1.2252,5.1942,6.53,47.85,0.816193274567418
"2344",2020-12-30,119017.24,1.228,5.1967,6.5208,48.24,0.814332247557003
"2345",2021-01-04,118854.71,1.2254,5.1626,6.4601,47.47,0.816060062020565
"2346",2021-01-05,119376.21,1.2295,5.3269,6.455,49.78,0.813338755591704
"2347",2021-01-06,119100.08,1.229,5.3182,6.4617,50.45,0.81366965012205
"2348",2021-01-07,122385.92,1.2265,5.3433,6.476,50.63,0.815328169588259
"2349",2021-01-08,125076.63,1.2252,5.3683,6.475,52.14,0.816193274567418
"2350",2021-01-11,123255.13,1.2169,5.4966,6.4795,52.15,0.821760210370614
"2351",2021-01-12,123998,1.2168,5.4637,6.461,53.08,0.821827744904668
"2352",2021-01-13,121933.08,1.2159,5.307,6.4677,52.81,0.822436055596677
"2353",2021-01-14,123480.52,1.2156,5.2617,6.4736,53.47,0.822639025995393
"2354",2021-01-15,120348.8,1.2099,5.2714,6.48,52.25,0.826514587982478
"2355",2021-01-18,121241.63,1.21125,5.2788,6.47885,52.56,0.825593395252838
"2356",2021-01-19,120636.39,1.2126,5.2945,6.4777,52.87,0.824674253669801
"2357",2021-01-20,119646.4,1.21345,5.3033,6.4686,53.16,0.824096584119659
"2358",2021-01-21,118328.99,1.2143,5.3166,6.4595,53,0.823519723297373
"2359",2021-01-22,117380.49,1.2179,5.4301,6.481,52.28,0.821085474997947
"2360",2021-01-26,116464.06,1.2147,5.3865,6.4635,52.61,0.823248538733844
"2361",2021-01-27,115882.3,1.2101,5.3824,6.4822,52.81,0.826377985290472
"2362",2021-01-28,118883.25,1.2122,5.4282,6.4491,52.26,0.824946378485399
"2363",2021-01-29,115067.55,1.2135,5.4759,6.4282,52.16,0.824062628759786
"2364",2021-02-01,117517.57,1.207,5.4608,6.4669,53.55,0.828500414250207
"2365",2021-02-02,118233.81,1.202,5.3875,6.457,54.77,0.831946755407654
"2366",2021-02-03,119724.72,1.2025,5.3423,6.4614,55.67,0.831600831600832
"2367",2021-02-04,119260.82,1.1974,5.391,6.4715,56.19,0.835142809420411
"2368",2021-02-05,120240.26,1.2035,5.3884,6.4664,56.8,0.830909846281678
"2369",2021-02-08,119696.36,1.2045,5.367,6.4475,57.95,0.8302200083022
"2370",2021-02-09,119471.62,1.2106,5.4216,6.4344,58.34,0.826036676028416
"2371",2021-02-10,118435.33,1.2132,5.4024,6.4576,58.69,0.824266402901418
"2372",2021-02-11,119299.83,1.2127,5.3626,6.4567,58.22,0.824606250515379
"2373",2021-02-12,119428.72,1.2126,5.3815,6.4567,59.5,0.824674253669801
"2374",2021-02-17,120355.79,1.2042,5.4138,6.4567,61.09,0.830426839395449
"2375",2021-02-18,119198.97,1.2078,5.4238,6.4869,60.4,0.827951647623779
"2376",2021-02-19,118430.53,1.2136,5.3924,6.4555,59.12,0.823994726433751
"2377",2021-02-22,112667.7,1.2155,5.5044,6.4625,61.67,0.822706705059646
"2378",2021-02-23,115227.46,1.2142,5.449,6.464,61.66,0.823587547356284
"2379",2021-02-24,115667.78,1.2143,5.4182,6.4556,63.21,0.823519723297373
"2380",2021-02-25,112256.36,1.2229,5.46,6.4541,63.43,0.817728350641917
"2381",2021-02-26,110035.17,1.2093,5.5302,6.473,61.55,0.826924667162821
"2382",2021-03-01,110334.83,1.2054,5.5832,6.4648,60.54,0.829600132736021
"2383",2021-03-02,111539.8,1.2079,5.6844,6.4702,59.7,0.82788310290587
"2384",2021-03-03,111183.95,1.2073,5.7342,6.4675,61.33,0.828294541538971
"2385",2021-03-04,112690.17,1.2045,5.6008,6.4694,63.81,0.8302200083022
"2386",2021-03-05,115202.23,1.1914,5.687,6.496,66.08,0.839348665435622
"2387",2021-03-08,110611.58,1.1849,5.7343,6.525,65.03,0.843953076208963
"2388",2021-03-09,111330.62,1.1885,5.8397,6.505,64.02,0.841396718552798
"2389",2021-03-10,112776.49,1.19,5.7449,6.505,64.45,0.840336134453782
"2390",2021-03-11,114983.76,1.1978,5.589,6.4932,66.02,0.834863917181499
"2391",2021-03-12,114160.4,1.1952,5.564,6.5081,65.59,0.836680053547523
"2392",2021-03-15,114850.74,1.1917,5.6296,6.4996,65.36,0.839137366786943
"2393",2021-03-16,114018.78,1.1895,5.5851,6.5052,64.82,0.840689365279529
"2394",2021-03-17,116549.44,1.1905,5.6579,6.503,64.55,0.839983200335993
"2395",2021-03-18,114835.43,1.1926,5.5474,6.5054,59.95,0.838504108670132
"2396",2021-03-19,116221.58,1.1909,5.5082,6.507,61.43,0.839701066420354
"2397",2021-03-22,114978.86,1.1932,5.5269,6.507,61.48,0.838082467314784
"2398",2021-03-23,113261.8,1.1872,5.4951,6.516,57.75,0.842318059299191
"2399",2021-03-24,112064.19,1.1831,5.533,6.523,61.12,0.845237089003465
"2400",2021-03-25,113749.9,1.1777,5.6585,6.5452,58.47,0.849112677252271
"2401",2021-03-26,114780.62,1.1798,5.7042,6.5412,60.93,0.847601288353958
"2402",2021-03-29,115418.72,1.1779,5.7925,6.5696,61.49,0.848968503268529
"2403",2021-03-30,116849.67,1.1724,5.7642,6.5716,60.55,0.85295121119072
"2404",2021-03-31,116633.72,1.1743,5.6973,6.5518,59.19,0.85157114876948
"2405",2021-04-01,115253.31,1.1772,5.6849,6.5645,61.41,0.849473326537547
"2406",2021-04-05,117518.44,1.181,5.6579,6.5649,58.73,0.846740050804403
"2407",2021-04-06,117498.87,1.1852,5.6263,6.537,59.34,0.843739453256834
"2408",2021-04-07,117623.58,1.189,5.5864,6.5415,59.77,0.841042893187553
"2409",2021-04-08,118313.23,1.1904,5.5817,6.5505,59.61,0.84005376344086
"2410",2021-04-09,117669.9,1.1897,5.6445,6.5522,59.29,0.840548037320333
"2411",2021-04-12,118811.74,1.1907,5.6582,6.5475,59.7,0.839842109683379
"2412",2021-04-13,119297.13,1.1939,5.7064,6.5431,60.2,0.837591088030823
"2413",2021-04-14,120294.68,1.1974,5.6936,6.5292,63.15,0.835142809420411
"2414",2021-04-15,120700.67,1.1964,5.6234,6.522,63.42,0.835840855901037
"2415",2021-04-16,121113.93,1.198,5.6328,6.5203,63.16,0.834724540901502
"2416",2021-04-19,120933.78,1.2028,5.575,6.5085,63.33,0.83139341536415
"2417",2021-04-20,120061.99,1.2045,5.5266,6.4981,62.61,0.8302200083022
"2418",2021-04-22,119371.48,1.2012,5.497,6.491,61.45,0.832500832500833
"2419",2021-04-23,120530.06,1.2069,5.4787,6.4945,62.18,0.828569061231254
"2420",2021-04-26,120594.61,1.2083,5.4566,6.4844,62.02,0.827609037490689
"2421",2021-04-27,119388.37,1.2079,5.4424,6.483,63.03,0.82788310290587
"2422",2021-04-28,121052.52,1.2098,5.4005,6.4771,63.81,0.826582906265498
"2423",2021-04-29,120065.75,1.211,5.3662,6.471,65,0.825763831544178
"2424",2021-04-30,118893.84,1.203,5.4036,6.4749,63.5,0.831255195344971
"2425",2021-05-03,119209.48,1.2059,5.4087,6.4749,64.46,0.829256157226967
"2426",2021-05-04,117712,1.2014,5.4505,6.4749,65.72,0.83236224404861
"2427",2021-05-05,119564.44,1.2003,5.3872,6.4749,65.63,0.833125052070316
"2428",2021-05-06,119920.61,1.2049,5.2897,6.4635,64.73,0.82994439372562
"2429",2021-05-07,122038.11,1.2165,5.2217,6.431,64.96,0.82203041512536
"2430",2021-05-10,121909.03,1.217,5.2227,6.4156,64.92,0.821692686935086
"2431",2021-05-11,122964.01,1.2169,5.2403,6.4285,65.31,0.821760210370614
"2432",2021-05-12,119710.03,1.2074,5.2353,6.4566,65.96,0.828225940036442
"2433",2021-05-13,120705.91,1.207,5.2815,6.4506,63.82,0.828500414250207
"2434",2021-05-14,121880.82,1.2141,5.2701,6.4367,65.32,0.823655382587925
"2435",2021-05-17,122937.87,1.2155,5.2755,6.4388,66.24,0.822706705059646
"2436",2021-05-18,122979.96,1.2203,5.2588,6.425,65.49,0.819470621978202
"2437",2021-05-19,122636.3,1.2216,5.2822,6.4342,63.28,0.818598559266536
"2438",2021-05-20,122700.79,1.2225,5.2905,6.4339,61.95,0.81799591002045
"2439",2021-05-21,122592.47,1.2178,5.3027,6.4339,63.61,0.821152898669732
"2440",2021-05-24,124031.62,1.221,5.3198,6.4177,66.13,0.819000819000819
"2441",2021-05-25,122987.71,1.2233,5.3143,6.41,66.27,0.817460966238862
"2442",2021-05-26,123989.17,1.2204,5.3164,6.3905,66.41,0.819403474270731
"2443",2021-05-27,124366.57,1.2194,5.284,6.3824,66.87,0.820075446941119
"2444",2021-05-28,125561.37,1.2194,5.2281,6.3674,66.31,0.820075446941119
"2445",2021-05-31,126215.73,1.22175,5.2322,6.3735,67.055,0.818498056067117
"2446",2021-06-01,128267.05,1.2241,5.1636,6.3796,67.8,0.816926721673066
"2447",2021-06-02,129601.44,1.2213,5.1147,6.3805,68.79,0.818799639728159
"2448",2021-06-04,130125.78,1.2173,5.0666,6.3945,69.57,0.821490183192311
"2449",2021-06-07,130776.27,1.22,5.0498,6.3963,69.21,0.819672131147541
"2450",2021-06-08,129787.11,1.218,5.0489,6.4,70.11,0.821018062397373
"2451",2021-06-09,129906.8,1.2184,5.0533,6.3865,69.9,0.820748522652659
